logFC AveExpr t P.Value adj.P.Val B
ENSG00000175535 -8.02622900330257 -5.63332098901093 -58.0808038410529 5.1146237032285e-171 9.5152459374863e-167 371.015711568733
ENSG00000182333 -7.75347081051837 -5.55619394535388 -48.2885334232345 3.5044451848479e-148 3.25983491094552e-144 321.548588735599
ENSG00000091704 -8.65365710960372 -5.38089727675231 -44.8788795021496 2.200831442394e-139 1.3648089384766e-135 304.416923189564
ENSG00000153902 -6.25848138090377 0.966450883809801 -41.629991333061 1.55288344011756e-130 5.77796870398941e-127 287.372737331086
ENSG00000142789 -7.71306494832174 -5.44412570090764 -42.0677903123327 9.35306786676166e-132 4.35011186483085e-128 285.874721163457
ENSG00000168925 -7.85497787485522 -5.48304665411023 -40.8139594059186 3.08562687460303e-128 9.56750039585245e-125 278.293324468853
ENSG00000229183 -8.50506011485828 -5.12093250076005 -38.6118714184682 7.07981036267765e-122 1.88161131410364e-118 265.605888943295
ENSG00000229859 -8.68766297163816 -4.94406328691573 -38.3031662426056 5.76339677841309e-121 1.34027792081996e-117 263.988299120551
ENSG00000198932 -5.33036403292018 1.62990697302546 -37.2359097008765 8.82688904704719e-118 1.82461604256962e-114 258.299605277361
ENSG00000219073 -6.61947525492906 -5.54222810223423 -36.5074797722046 1.42217304688047e-115 2.64581073641642e-112 248.650095913834
ENSG00000168928 -7.73617732027542 -5.24945661513972 -34.2279524559248 1.73012667068193e-108 2.92611605285151e-105 234.652372384491
ENSG00000131409 -6.23641448480576 -0.0729193937091159 -33.7194600191821 7.17843327776049e-107 1.11289643916214e-103 233.290487198315
ENSG00000237125 -7.41084291923463 -0.992767055355339 -32.819642326058 5.66415232348127e-104 8.10583767892657e-101 226.656504705505
ENSG00000181234 -9.39756718860036 -3.51703774356127 -32.675552230524 1.66384710639375e-103 2.21101511195352e-100 225.491677617118
ENSG00000149451 -7.83764851473799 1.41795217069321 -32.4614344159043 8.29097599823097e-103 1.02830211647393e-99 224.020644997508
ENSG00000154258 -6.11605205136244 0.214415152087539 -31.8872418311379 6.32889872450677e-101 6.92604893357199e-98 219.713805010133
ENSG00000129467 -4.44219676686444 2.11070286821736 -31.840776767645 9.00464140178041e-101 9.30679714659571e-98 219.412657441003
ENSG00000256713 -8.03595627908957 -4.82354006042767 -31.910615252514 5.30077141740368e-101 6.16347196558613e-98 218.569310745563
ENSG00000070193 -8.42180034069869 -3.78616245093701 -31.5880438539314 6.15849803512354e-100 6.03014197081255e-97 217.082975564934
ENSG00000109906 -8.196236617073 -2.76274546539346 -31.4170418827633 2.27208486421166e-99 2.11349334068969e-96 216.016592473991
ENSG00000234456 -5.18586013489089 1.59067581851042 -31.1617041378159 1.60676823545489e-98 1.4234436310668e-95 214.250927840043
ENSG00000168079 -8.67554575048853 -3.43699325782975 -30.9509858069508 8.12284075669541e-98 6.86896951988916e-95 212.421349722471
ENSG00000136546 -7.93886900242048 -2.96414054342243 -30.7819812515482 2.9915635275891e-97 2.4197846898812e-94 211.089963413666
ENSG00000167371 -5.3544182318961 1.19946294731424 -30.654745488988 8.00175616435942e-97 6.20269465340594e-94 210.355267250542
ENSG00000111452 -7.30159214501675 -1.44484130524419 -30.6353607392164 9.29739605165586e-97 6.91875024580022e-94 210.124126228983
ENSG00000198300 -6.4388422690967 -1.12360391725843 -30.1724183882614 3.39603615340052e-95 2.33999468880975e-92 206.504532251114
ENSG00000241684 -6.98486526565688 -3.40913222562321 -30.2320822727478 2.13268714036195e-95 1.52601967535745e-92 206.245223586721
ENSG00000071991 -8.51905258955192 -3.55591733511754 -29.460637173126 9.04273691033044e-93 6.00825276713527e-90 200.85000799746
ENSG00000154262 -4.96303084745994 0.569107520580653 -29.123206311516 1.30524055029803e-91 8.37334317163608e-89 198.368831410587
ENSG00000139910 -6.40873302000901 -0.68567073059246 -28.9764843311872 4.18546757559657e-91 2.59554795921329e-88 197.19959879447
ENSG00000172346 -3.97381362788171 3.03279621722118 -28.439467225727 3.04700532381314e-89 1.82859635626515e-86 193.019815977522
ENSG00000266964 -5.91277544729631 0.433679193422731 -28.3609668795001 5.71976765443142e-89 3.32532992009507e-86 192.355036325031
ENSG00000169218 -7.70466529309058 -1.62421316637904 -28.1644637635163 2.77632945038327e-88 1.56517676045244e-85 190.747919442279
