,logFC,logCPM,LR,PValue,FDR,direction
ENSG00000163815,-4.44394577332417,2.81628798502096,1236.85344147255,5.97197858499008e-271,1.10792146708736e-266,down
ENSG00000142959,-5.75666308836137,2.9881005223531,1087.33813629824,1.8658768488336e-238,1.73078736497805e-234,down
ENSG00000169764,-2.0160671306669,6.94041393551333,1035.86856587559,2.86991091921237e-227,1.77475291244093e-223,down
ENSG00000162461,-4.20440991004756,1.35941350599088,938.632600273328,3.92420209573968e-206,1.82004493200406e-202,down
ENSG00000168748,-6.07813204635395,3.76016961816139,846.41798026654,4.36824435488717e-186,1.62079338543734e-182,down
ENSG00000062038,6.36624974329751,6.55138982560701,798.899901854435,9.35928060918066e-176,2.89388956435866e-172,up
ENSG00000163959,-3.96572564419222,3.29569037796448,727.778368924769,2.72446322175007e-160,7.22060595570104e-157,down
ENSG00000138669,-4.0845880449459,1.12056883857111,719.330771894582,1.87146465569729e-158,4.33992653656201e-155,down
ENSG00000088256,-1.82172871360855,7.45440993608312,713.042111508929,4.36162499901555e-157,8.99076299797072e-154,down
ENSG00000040199,-2.4345780963275,4.81518985414422,708.430255003331,4.39041265369113e-156,8.14509355512779e-153,down
ENSG00000133800,-4.20052355753929,2.76504341407712,669.77739915136,1.11690060488897e-147,1.88370363835456e-144,down
ENSG00000036672,-4.08926952796352,2.42772675377791,665.724349479605,8.50035737255405e-147,1.31415524979686e-143,down
ENSG00000168309,-3.48172463323839,2.31809301485726,657.633115021762,4.88735449333565e-145,6.97463081233562e-142,down
ENSG00000167767,7.25597660966387,5.32144421374361,624.668693465067,7.21671271652825e-138,9.56317530835944e-135,up
ENSG00000155545,-1.8711343463519,5.49038810991271,622.285013264681,2.38109407072725e-137,2.94493714667546e-134,down
ENSG00000175832,5.53572974188403,6.87917592262799,594.682499046588,2.40107828988285e-131,2.78405027711916e-128,up
ENSG00000111846,-3.84286370811036,1.98017140260497,592.645070436189,6.66148529137388e-131,7.26963971326872e-128,down
ENSG00000118777,-4.88446007690823,3.27057671422867,589.269232748594,3.61294379207538e-130,3.72374073503236e-127,down
ENSG00000136044,-1.67123024414282,6.13350867986156,578.767800609574,6.95199839213283e-128,6.78807758793938e-125,down
ENSG00000171503,-1.84374919707005,4.54751269429421,571.505172688983,2.64181208222397e-126,2.45054488747095e-123,down
ENSG00000120254,2.60024957007743,5.73723831117355,570.343436783312,4.72726548199584e-126,4.17620139152318e-123,up
ENSG00000187091,-2.23284902353283,4.48912004605408,559.538834582158,1.05910271744409e-123,8.93112437001038e-121,down
ENSG00000269404,-4.91397092049559,2.78586619003737,550.979187717025,7.70863267546227e-122,6.21785014761635e-119,down
ENSG00000164283,6.48222490657009,3.04226589536779,548.672564687163,2.44772074911568e-121,1.89208813906642e-118,up
ENSG00000129474,3.43452310037781,4.65012903073211,543.398287574366,3.43673834626922e-120,2.55033479199946e-117,up
ENSG00000198894,-1.32838374560068,5.05472571700519,542.698129859761,4.88048219974302e-120,3.48241176037048e-117,down
ENSG00000150593,-1.91415705623729,7.48794080534562,534.525074586083,2.92753525000795e-118,2.01154199844991e-115,down
ENSG00000215193,-1.57421955892576,6.38340210718614,533.736309682683,4.34610018261376e-118,2.87960180670894e-115,down
ENSG00000197165,-3.88946812896121,1.56845470134347,528.679163820034,5.47399719006192e-117,3.50184813344927e-114,down
ENSG00000042445,-1.7958345735309,7.09334781805712,528.436933941035,6.18021042357563e-117,3.82184212593917e-114,down
ENSG00000165072,-4.93799105513463,1.78168024552944,527.650278203472,9.16527853169582e-117,5.48497572000068e-114,down
ENSG00000068976,-3.99744664311755,1.06010612121901,521.567539234458,1.92976289631452e-115,1.11878003913834e-112,down
ENSG00000160685,-1.52589607202286,6.76371107082195,515.449819348461,4.13525445943628e-114,2.32476487065036e-111,down
ENSG00000170382,-3.85412547294666,2.6460637136034,515.256413160283,4.55597191748565e-114,2.48595267685864e-111,down
ENSG00000105989,6.3500276661854,3.33861469786995,509.18216236723,9.55329070092154e-113,5.06378997381418e-110,up
ENSG00000113594,-3.30710893573023,2.40832910794157,502.574797957359,2.61667073835499e-111,1.34845765383227e-108,down
ENSG00000059915,-3.54819226642515,3.50089803057487,502.228041106703,3.11311852081334e-111,1.56093445400349e-108,down
ENSG00000187699,-3.33309501633983,4.17107744776308,494.439933123289,1.54078499012429e-109,7.52227450968048e-107,down
ENSG00000141338,-4.49995934885589,2.89790003839153,493.184062322022,2.89068625135653e-109,1.37507721372221e-106,down
ENSG00000155324,-1.68515275123276,4.62382534980271,491.038623774379,8.46876143544917e-109,3.92781155376132e-106,down
ENSG00000168477,-3.89443153039568,4.04797637637283,489.288196723352,2.03560087389891e-108,9.21084571038356e-106,down
ENSG00000067113,-1.87971444842619,4.87189306280577,485.651776796656,1.25876448841667e-107,5.56014256883479e-105,down
ENSG00000147883,-3.10975779754507,4.76328880730698,483.776722891035,3.22065229635111e-107,1.38952421864897e-104,down
ENSG00000171227,-3.1421417542537,4.56106241903689,476.400519076308,1.29714570471356e-105,5.46923798041953e-103,down
ENSG00000135549,-3.74739742558538,4.38211815156492,474.571564989717,3.2431936069417e-105,1.3370606176885e-102,down
ENSG00000079335,-1.84445700646023,3.04230373505097,473.561153701689,5.38073728261898e-105,2.17007474059016e-102,down
ENSG00000139433,-1.4799959669306,5.44599676758269,469.86608238195,3.42696903396176e-104,1.35270488336295e-101,down
ENSG00000138600,-1.4826202530741,6.20473786303659,467.224832801994,1.28726854866915e-103,4.97529294060628e-101,down
