,logFC,t,P.Value,adj.P.Val,B,direction
ENSG00000062038,6.66193953818102,39.8216723323544,6.54900407971115e-157,1.21497123686801e-152,348.228651481588,up
ENSG00000164283,6.48887599082206,35.3444839820226,7.58843882247704e-138,7.0390358517297e-134,303.822099117481,up
ENSG00000167767,7.27172784964137,33.9866139025633,7.50508939032889e-132,4.64114727897939e-128,290.650809978267,up
ENSG00000175832,5.55535336612526,31.8786387208683,2.35503352603014e-122,1.09226454937278e-118,268.921005028455,up
ENSG00000129474,3.36736177062747,30.482450142995,6.0691117801104e-116,2.25188323489216e-112,254.186998239253,up
ENSG00000120254,2.64718852635879,30.1745721418532,1.61879741675438e-114,5.00532161260453e-111,250.914282845613,up
ENSG00000101115,5.10461000608324,29.83419274831,6.17736199544763e-113,1.63717742485064e-109,247.142669549829,up
ENSG00000105989,6.62086485435261,29.6354427031183,5.20838350193693e-112,1.20782413409917e-108,244.727575170182,up
ENSG00000181577,5.76586672363579,27.5369686930915,3.91960019278323e-102,8.07960253072383e-99,222.467986127645,up
ENSG00000169764,-2.03040849995247,-26.6096712362603,1.02432321139497e-97,1.90032442177994e-94,212.290997031085,down
ENSG00000122641,5.79567048998597,26.5868535113188,1.31670960770709e-97,2.22069060383473e-94,212.073462329703,up
ENSG00000182938,-6.48849140081555,-26.5145971575848,2.91698352779799e-97,4.50965653397569e-94,208.728562971823,down
ENSG00000163815,-4.74106664596361,-26.0339431573216,5.84669835171962e-95,8.34368829393096e-92,205.713434813553,down
ENSG00000163347,5.01634280668051,25.8527473254333,4.32969774676086e-94,5.73746804270768e-91,203.975106074672,up
ENSG00000180875,-4.91773129728392,-25.7254782113467,1.76912554409149e-93,2.18805447293236e-90,202.587926905878,down
ENSG00000204869,5.43303617166135,25.4655395423365,3.14515324937995e-92,3.43228724014687e-89,199.683879816967,up
ENSG00000167916,-6.87147895177279,-25.5122707450774,1.87417928038575e-92,2.17311087560728e-89,197.955620259604,down
ENSG00000108231,-5.78677283497645,-25.0423444246469,3.43668690903123e-90,3.54207864090819e-87,193.514867136993,down
ENSG00000166091,-4.58150067207989,-24.9275760961956,1.22939334413605e-89,1.20040554317958e-86,191.958917169526,down
ENSG00000050344,2.64087796694995,24.7535815988145,8.50059194458627e-89,7.88514908779822e-86,191.790859544703,up
ENSG00000101255,3.94992651360778,24.3549387699268,7.17379732694377e-87,6.33753752426004e-84,187.378169514988,up
ENSG00000070748,-4.20729102326415,-24.2031815501032,3.88898720726306e-86,3.27947684859747e-83,183.76617973967,down
ENSG00000103888,5.28899909342735,23.9235047237766,8.78415860509373e-85,7.08537871485647e-82,182.598287555741,up
ENSG00000179431,3.23559466374052,23.6269865229111,2.40073719889632e-83,1.85576985474686e-80,179.288882763905,up
ENSG00000157766,4.01744122363593,23.6100707536646,2.89959381268346e-83,2.15173057651614e-80,179.144367336902,up
ENSG00000105464,5.02245124861012,23.5297660274401,7.10607838879588e-83,5.07046024111312e-80,178.223657990749,up
ENSG00000105948,2.03533036411466,23.2536035052536,1.55212675456005e-81,1.02839484109279e-78,175.185639022239,up
ENSG00000088256,-1.82534260231092,-23.1947121981534,2.99659881094352e-81,1.91699659105601e-78,174.440741292576,down
ENSG00000197953,-4.35542753163166,-23.2765352511634,1.20139625209488e-81,8.25492713661639e-79,173.683923423911,down
ENSG00000071539,2.66614782747788,23.1030934310584,8.3399234264053e-81,5.15740864688904e-78,173.497534939805,up
ENSG00000170373,7.87833890438926,23.0878959747109,9.88340723308949e-81,5.91474099962181e-78,173.342207724037,up
ENSG00000137868,5.07540466628031,23.0189294643402,2.13591761884399e-80,1.2382982395248e-77,172.571785050668,up
ENSG00000196950,2.05931476396482,22.9703164206119,3.67716310739951e-80,2.06723424146896e-77,171.950060767288,up
ENSG00000186451,4.32234137397755,22.9503126151997,4.59832818485006e-80,2.50906424956878e-77,171.417053061603,up
ENSG00000141338,-5.2686485290352,-22.8868086130397,9.35038772454961e-80,4.95623980188126e-77,171.025033706655,down
ENSG00000168477,-4.17252467331307,-22.7422005241448,4.70763984153997e-79,2.4260037316736e-76,169.491334154812,down
ENSG00000172031,4.90008735101665,22.6534190279064,1.27007288546409e-78,6.36821410030537e-76,168.483819323904,up
ENSG00000158106,3.18772615820125,22.6065960564907,2.14369370252393e-78,1.04657383076905e-75,167.918917696632,up
ENSG00000079689,-6.40865311425017,-22.431042378992,1.52605502911277e-77,7.07784322502501e-75,165.769483044845,down
ENSG00000196666,-4.37237472397561,-22.4966023339864,7.33215496861938e-78,3.48784971738017e-75,165.175859882206,down
ENSG00000249859,3.1056623801669,22.1433066854725,3.80879058504826e-76,1.68239721270989e-73,162.823753525534,up
ENSG00000015592,-4.97068084359661,-22.2011887657352,1.99395510000204e-76,9.02240366225312e-74,162.344157514623,down
ENSG00000178773,5.4099477921122,22.028528779214,1.374457011494e-75,5.92998290168297e-73,161.508620563516,up
ENSG00000005001,4.67835038477301,21.9710626130324,2.61317965757453e-75,1.10181156834824e-72,160.906694613426,up
ENSG00000173898,3.18864419279747,21.9106929202289,5.13212088800447e-75,2.11580237142797e-72,160.140214130745,up
ENSG00000155545,-1.86402403320914,-21.8854958794687,6.80203545275508e-75,2.74329047216331e-72,159.858541118176,down
ENSG00000197905,2.30035215354378,21.7794766391085,2.22525726770788e-74,8.78361124053544e-72,158.743117262407,up
ENSG00000006327,2.61183535689527,21.7046056961613,5.13879692397218e-74,1.94561143945983e-71,157.842359792369,up
ENSG00000196616,-5.88572625243436,-21.6858190874942,6.33959681005108e-74,2.35224400040135e-71,157.703935163327,down
ENSG00000157193,3.55100254739193,21.6646024466976,8.03630025295659e-74,2.92332239789903e-71,157.487014038767,up
ENSG00000112559,3.82530703869734,21.6461057550809,9.88199878568301e-74,3.5255931052306e-71,157.289851064255,up
ENSG00000183034,-10.0416803347118,-21.7401593414725,3.45350514919446e-74,1.33477974016366e-71,156.936211767683,down
ENSG00000155324,-1.72642845818679,-21.3805105929018,1.92251470076699e-72,6.72952692993004e-70,154.242643176209,down
ENSG00000114656,3.71866900102823,21.3548789414316,2.55999704506208e-72,8.79501207036884e-70,154.038709834913,up
ENSG00000143196,-4.051117205357,-21.2946131341019,5.0192318761579e-72,1.69303254120875e-69,153.322536359462,down
ENSG00000088826,2.39827491079257,21.2869368530289,5.46863051401031e-72,1.81167916599856e-69,153.191785102472,up
ENSG00000198894,-1.3501625725958,-21.2838033148536,5.66344533540365e-72,1.84330241863874e-69,153.173559681209,down
ENSG00000163811,1.23793551188015,21.2190791947084,1.16697889969026e-71,3.7327228529403e-69,152.401765798669,up
ENSG00000040199,-2.39457726653154,-21.2024952376444,1.40444983012324e-71,4.41616156753329e-69,152.306816362826,down
ENSG00000011426,2.19216759132625,21.1151316816621,3.72587045923837e-71,1.1520391459965e-68,151.263149100795,up
ENSG00000181652,3.48413252847303,21.0921307701721,4.8169242014535e-71,1.46497668500599e-68,151.126486124234,up
ENSG00000165072,-5.64240836251657,-21.0681891827618,6.29313322851897e-71,1.88306786541103e-68,150.727499216368,down
ENSG00000164379,6.21294435008948,21.0529630315394,7.45929302442209e-71,2.19658419347744e-68,150.634425136287,up
ENSG00000103257,2.93288510509707,21.0240993893435,1.02955109774286e-70,2.98441124458211e-68,150.233068063087,up
ENSG00000276023,2.28047332017583,21.003038096062,1.3024482101173e-70,3.71738756832249e-68,150.13184436005,up
ENSG00000273604,3.67095181704418,20.9464925389189,2.44841177744925e-70,6.77954258137888e-68,149.505148070103,up
ENSG00000115363,3.87027928131331,20.9165148319337,3.42132362128365e-70,9.33417585618445e-68,149.151222628111,up
ENSG00000034971,-7.11125887124431,-20.9848135468408,1.59630123273269e-70,4.4870576469177e-68,149.019597814376,down
ENSG00000184949,2.9645072422657,20.8435935366321,7.71986165234918e-70,2.07563584600553e-67,148.325389327879,up
ENSG00000006118,2.44751084081742,20.7923186061362,1.36794361943381e-69,3.62544143253373e-67,147.66113252229,up
ENSG00000101187,3.50366985964965,20.7617772446305,1.92327235741283e-69,5.02542940489053e-67,147.377441506591,up
ENSG00000103494,1.65931403358152,20.6174018674977,9.62350455338142e-69,2.4553399079892e-66,145.820950199465,up
ENSG00000168309,-3.74158612937245,-20.6170486315883,9.66148195791352e-69,2.4553399079892e-66,145.753823113524,down
ENSG00000122778,2.41531918976591,20.5681884714115,1.6657904367281e-68,4.17618164624049e-66,145.180754731231,up
ENSG00000119919,-3.13487441335307,-20.5509018632655,2.0198091888041e-68,4.93046053561758e-66,145.113390635787,down
ENSG00000233670,-5.03052248636614,-20.553773598088,1.95617514723415e-68,4.8387948441984e-66,145.026395844371,down
ENSG00000169247,3.72610388603949,20.4516266283227,6.10696825069672e-68,1.41620593733657e-65,143.993720735891,up
ENSG00000136044,-1.65931606209963,-20.461311031702,5.4822540122548e-68,1.29813697084218e-65,143.968980542905,down
ENSG00000111846,-4.11250667137803,-20.4605676191557,5.52785795043836e-68,1.29813697084218e-65,143.884546609954,down
ENSG00000165553,-5.08659952795858,-20.4927265486229,3.86291432745871e-68,9.30711514324856e-66,143.301731992277,down
ENSG00000067113,-1.94436675818607,-20.318452363127,2.69225540882916e-67,6.01767739091549e-65,142.447256832133,down
ENSG00000111404,-6.06732789355861,-20.3258397481428,2.47962497937443e-67,5.67925958238944e-65,142.20345756629,down
ENSG00000171617,2.10758924923421,20.2843085366877,3.93770524117803e-67,8.69670328980175e-65,142.00248965925,up
ENSG00000125851,-6.2617795884005,-20.3206143382783,2.62820745442055e-67,5.9461591090744e-65,141.869999359953,down
ENSG00000070882,1.89395576412463,20.2549110122658,5.46255570419349e-67,1.19225098146115e-64,141.688234687806,up
ENSG00000160685,-1.54869577516641,-20.2256075083337,7.569636914103e-67,1.63292911663301e-64,141.344293668397,down
ENSG00000154175,-3.17986727830012,-20.2065770190247,9.35567446001725e-67,1.99501692623264e-64,141.257573425887,down
ENSG00000113594,-3.49998793281954,-20.1738708663662,1.34638412072089e-66,2.80653013568697e-64,140.925366960076,down
ENSG00000162461,-4.28323497722461,-20.1857091429806,1.18018023718992e-66,2.48803451822129e-64,140.723728291148,down
ENSG00000213468,5.25853243550154,20.1414415387384,1.93152577248589e-66,3.98151845901757e-64,140.576254840533,up
ENSG00000101938,-4.17147899138061,-20.1101773873022,2.7351267255681e-66,5.5760517596417e-64,140.13652414907,down
ENSG00000159263,4.67597169291814,20.0223283065525,7.26712557057437e-66,1.44967433962684e-63,139.238900073875,up
ENSG00000147655,-4.4443922578644,-20.0262642259683,6.95589307854508e-66,1.40267096079531e-63,139.178865080949,down
ENSG00000149294,-3.03950239595581,-20.0095896254569,8.37308506125841e-66,1.65252631974964e-63,139.110696597422,down
ENSG00000089199,-4.53112881195605,-19.957477192779,1.49460180515855e-65,2.91872133571593e-63,138.527006187202,down
ENSG00000131188,3.58860623745518,19.9238011484814,2.1732164902233e-65,4.15644456975491e-63,138.159496480463,up
ENSG00000006704,2.05355688323675,19.8956769749336,2.97067435157681e-65,5.62366842555643e-63,137.68800010115,up
ENSG00000138669,-4.02274448248766,-19.8889945262824,3.19968598392487e-65,5.99601761351254e-63,137.653295968769,down
ENSG00000167755,8.26736943557527,19.8507053471952,4.89648040441518e-65,9.08395044627105e-63,137.358180174117,up
ENSG00000040731,-3.83305047945116,-19.9280024411504,2.07406357875004e-65,4.00812786593445e-63,137.147565560703,down
ENSG00000162706,-5.97082053565741,-19.8307617599659,6.1110024970715e-65,1.12248830025416e-62,136.942599082573,down
ENSG00000215193,-1.55402665571814,-19.779381099439,1.08137250583943e-64,1.94773036197408e-62,136.399983025718,down
