,logFC,logCPM,LR,PValue,FDR,direction
ENSG00000163815,-5.01558539567653,2.79703681459073,251.464748319815,1.24484418393936e-56,2.30943493004431e-52,down
ENSG00000126218,-4.19119738468196,0.93769865347635,197.260854526958,8.27170241411583e-45,7.67283115933385e-41,down
ENSG00000115556,-2.92331954156765,2.17654878383344,193.075429779874,6.7773316771816e-44,4.1911019091691e-40,down
ENSG00000068976,-5.50085809216356,1.99293899111561,191.167603868155,1.76795963196777e-43,8.19979677306652e-40,down
ENSG00000229619,-4.06111202732351,2.77483974559615,174.397964494728,8.10358171197516e-40,2.59891889150065e-36,down
ENSG00000101605,-4.63455177053759,2.65990284719499,174.040104551748,9.7012204509229e-40,2.59891889150065e-36,down
ENSG00000197361,-4.11739162164379,1.73753029606131,174.018703168292,9.8061838295087e-40,2.59891889150065e-36,down
ENSG00000183963,-3.14213064612687,6.74892169391068,173.322692704721,1.39154510324696e-39,3.22699309442969e-36,down
ENSG00000100307,-2.71561811251519,4.76632349272445,164.504050204118,1.17395129993927e-37,2.41990494627481e-34,down
ENSG00000112658,-1.77780512066097,6.46764210612983,162.896705392806,2.63504132822091e-37,4.88852867211544e-34,down
ENSG00000239474,-5.08854387552579,0.178169652943419,162.669176688637,2.9545718659035e-37,4.98301975056743e-34,down
ENSG00000127528,-3.34102277368687,4.57057459071452,159.464096002151,1.48162431268163e-36,2.29059118740579e-33,down
ENSG00000163681,-2.10877357022509,6.29865007595508,159.254848568669,1.64610393702369e-36,2.34911694151258e-33,down
ENSG00000072163,-3.83249679095011,4.85024585306554,158.506992805657,2.39806918356217e-36,3.17778424953181e-33,down
ENSG00000181856,-5.71505268429126,2.27294916777431,156.677000092454,6.02185279042315e-36,7.44782753119535e-33,down
ENSG00000185437,-2.98470528851644,2.3568581653614,155.517392915813,1.07926660104733e-35,1.20612922541948e-32,down
ENSG00000197766,-4.21187233079982,5.29302112481856,155.47015243483,1.10522837603122e-35,1.20612922541948e-32,down
ENSG00000121671,-1.68852054055377,4.72766297372332,151.315444578187,8.94217046927829e-35,9.21639703033616e-32,down
ENSG00000163380,-4.17015602950138,-1.18002485972691,150.022370069733,1.71423425577747e-34,1.67381441648335e-31,down
ENSG00000075073,-5.19520810323414,2.29550945134998,146.508738422941,1.00490415027679e-33,9.32149089796751e-31,down
ENSG00000118526,-4.26696327957216,2.62037795504412,145.438835644674,1.72195402153451e-33,1.52122338130992e-30,down
ENSG00000159176,-2.80973385473759,8.39988724273276,145.031740423045,2.11359471023694e-33,1.78233677565071e-30,down
ENSG00000112425,-2.26297346638443,3.07787376206176,144.667271968602,2.53924215736015e-33,2.04817480449328e-30,down
ENSG00000144655,-2.68876355790587,5.86106649063551,144.498761256267,2.76404719611363e-33,2.13660848259583e-30,down
ENSG00000104936,-2.26969828304345,5.70314126513232,144.292821356026,3.06598684179691e-33,2.24098053173634e-30,down
ENSG00000059915,-4.41039743262819,4.34955529023886,144.245022319982,3.14065835624972e-33,2.24098053173634e-30,down
ENSG00000187942,-2.82630662408017,0.848230325104294,144.064599241493,3.43927738032446e-33,2.36316570221405e-30,down
