logFC AveExpr t P.Value adj.P.Val B
ENSG00000117215 11.6129545109218 -4.06677996077472 74.4085089389522 1.40650608058086e-318 1.30833195615632e-314 718.620924700425
ENSG00000213005 7.7151020300063 -5.86208894735176 74.5041303843747 6.70032066264065e-319 1.24652765607767e-314 718.449286696219
ENSG00000237064 5.87842637064945 -6.20642340939258 60.638340567325 1.74265401824889e-268 1.08067784518341e-264 601.987099376438
ENSG00000249222 7.1439663177374 -5.26857690181084 59.0240168621764 4.38808386112831e-262 2.04089780381078e-258 588.993788359513
ENSG00000172061 7.39034529859683 -6.04703308671671 56.5358712292002 5.59123579583748e-252 2.08038701491521e-248 565.604363474525
ENSG00000172724 10.0781535766134 -4.40560985279744 54.6344429098278 4.69436760413382e-244 1.45556691512176e-240 548.281788616987
ENSG00000101825 7.65366083377119 -3.32386763634095 53.0720455039136 2.07626769482343e-237 5.51812631349931e-234 533.079658184623
ENSG00000129009 5.54359155030946 -1.93364740826576 51.2381759268929 1.88859682661683e-229 3.90393948470883e-226 514.81953267762
ENSG00000164500 6.08545304286827 -6.45458201890069 51.3100849083277 9.13677900387242e-230 2.12475795735053e-226 513.963033798166
ENSG00000169248 8.02225171012936 -5.22600877535917 50.4826329663489 4.03400310209308e-226 7.50485937113396e-223 506.997672400301
ENSG00000187984 3.91321370275252 -0.448978575339195 50.4556625491259 5.3105938066837e-226 8.98166247086759e-223 506.955084702766
ENSG00000154096 6.36275526359644 -0.881589880072675 50.1940845170074 7.67737424949868e-225 1.19024892114728e-221 504.275737651363
ENSG00000156234 9.14684798563884 -3.28998511923396 48.3864865067843 1.00092231972534e-216 1.33008277401216e-213 485.593476807735
ENSG00000275774 5.88334562319174 -5.74595199915896 48.4200252124465 7.05097396200641e-217 1.00904861222436e-213 484.900943920814
ENSG00000088320 5.33466819616919 -6.20844018489163 46.9766265986788 2.82388882318407e-210 3.50237517776777e-207 469.324351939612
ENSG00000204291 4.78613973311321 -1.20175921534144 45.8671639050627 4.00104122929338e-205 4.37855123704553e-202 459.001440049516
ENSG00000134817 6.04038589826621 -3.72137328742314 45.876077063297 3.63515660566585e-205 4.22677834323797e-202 458.903107260432
ENSG00000134028 6.9302095259564 -1.18715861010255 45.0542406714532 2.62403052034463e-201 2.71208132224953e-198 450.227575969903
ENSG00000106538 5.72166403381188 -0.898105567103207 44.0581820644617 1.3949998097914e-196 1.36592507691364e-193 439.3967416986
ENSG00000138755 10.1525055841649 -1.4104603020229 43.2359179470268 1.21990116192656e-192 1.13475206082408e-189 430.220690871388
ENSG00000224729 3.59920834439481 -2.27355333526354 42.8548820054175 8.421674404099e-191 7.46080145780275e-188 425.807820046403
ENSG00000234498 4.33304695196568 0.83797339873906 42.7541936345772 2.58636852723901e-190 2.18712727639793e-187 425.016495920698
ENSG00000162493 6.74856142009034 -3.00792957476201 41.9027430146443 3.59238821728407e-186 2.90577349540664e-183 415.449605388758
