id	filename	md5	size	state
000aa330-a5f6-4a2c-b4d5-8df4304b6fa8	000aa330-a5f6-4a2c-b4d5-8df4304b6fa8/2d6fc33e-c553-427e-9e1c-8008f694b0ce.htseq.counts.gz	831974a8c533ced3224355e995a32d29	254725	validated
010184c0-c104-4967-b83b-0fc613bd556a	010184c0-c104-4967-b83b-0fc613bd556a/f1ebdbe1-5c6c-4538-b1c5-03d4538908a0.htseq.counts.gz	00b414003bad3bf55ecbd771fe3e69dd	249020	validated
014d8038-9d2b-4eb4-b31e-a1e91b6102fe	014d8038-9d2b-4eb4-b31e-a1e91b6102fe/b47eff6e-2f1a-41a1-8f59-0f77006ba38e.htseq.counts.gz	a89f447fb219a10c0d4e6aace35b9a2e	250773	validated
01ae4bef-8659-4790-ad86-6d6a8dffbfc8	01ae4bef-8659-4790-ad86-6d6a8dffbfc8/3bb8373b-9e5f-4ad8-96ab-196bee799d40.htseq.counts.gz	c7fac4a7c1e84a37176bdc03aa08310d	250223	validated
01eff87c-9e9b-4cc8-964d-9c0aa137424d	01eff87c-9e9b-4cc8-964d-9c0aa137424d/edbc8f6d-d478-493a-a2b5-ee46edd67ab6.htseq.counts.gz	3cd5db59381fc4e2a677484dcad89b0e	255219	validated
02029bc6-5208-4238-9390-082a9fdbf82b	02029bc6-5208-4238-9390-082a9fdbf82b/9da3bf7e-e8b8-4a33-9746-9febc35b2b93.htseq.counts.gz	38fec44972a4d197bd0d61089788ab83	254263	validated
026112a8-334d-4c82-90b0-006d48499069	026112a8-334d-4c82-90b0-006d48499069/1d515f92-2b6f-41f3-abb3-fb312e5a468a.htseq.counts.gz	7aa8d2bdf664dde0620bafe9bf29745e	248847	validated
02ed47b1-2b8a-4c1c-aaa7-2afec025a67a	02ed47b1-2b8a-4c1c-aaa7-2afec025a67a/64d36f74-2917-47fd-b645-fcdefc024c09.htseq.counts.gz	fb8f545d089372c9071702bd5dac473f	253955	validated
03739c3c-af21-4e83-b672-728a43578c69	03739c3c-af21-4e83-b672-728a43578c69/e66c127e-5865-47c4-aaca-e0dc1ca393a3.htseq.counts.gz	4da3a9957812917bf479a85b19bdc62e	256407	validated
03a0c35b-f94e-4681-81f9-9afcc976ad2d	03a0c35b-f94e-4681-81f9-9afcc976ad2d/069bb049-794f-474e-8238-9132c2b57a8f.htseq.counts.gz	91bec3a756aeb4f0392ae2d0a35f8e83	247443	validated
053a47cc-28a0-4f25-b633-d3e0c0931d77	053a47cc-28a0-4f25-b633-d3e0c0931d77/cd31d6ac-5218-4b91-b025-e7d2b12bfe0a.htseq.counts.gz	3b8df1a06006c7c92c5c22435b7ad88d	251585	validated
05553f2e-2564-4e7a-8136-ab9f80eab4f5	05553f2e-2564-4e7a-8136-ab9f80eab4f5/ff691f33-5e85-4295-88f5-c86b762da62b.htseq.counts.gz	f7c219f14d4ebdcb1cb1d91d298c90b5	253821	validated
08d8d94d-ec0e-473f-90c6-122f1d033210	08d8d94d-ec0e-473f-90c6-122f1d033210/c9520c73-df8d-44a0-a1e5-e5d70695b002.htseq.counts.gz	b02e123627d7fdddd00bf70aa33c7ca7	245753	validated
0a3135cb-f854-4944-898e-1985754c754f	0a3135cb-f854-4944-898e-1985754c754f/16c74720-66a9-4c6b-9450-3d12a28ca214.htseq.counts.gz	e73c3c6b6999932e0260d1829180c6cf	249738	validated
0b0a3b61-7426-4b89-8a89-7f1cc49e37fb	0b0a3b61-7426-4b89-8a89-7f1cc49e37fb/1ba61e5e-da39-4d95-a091-8a49a71b716b.htseq.counts.gz	f9d6687c92d17b7121d9ae78b0f00dc0	252482	validated
0b56c9da-6e5c-47a5-8ffd-cbbbd4d7da04	0b56c9da-6e5c-47a5-8ffd-cbbbd4d7da04/e9e955be-706d-464a-afba-37a52b19e092.htseq.counts.gz	d3f23ed5170b192b633f42cd88383ad7	254745	validated
0cf09e7d-c0ce-4532-a2be-9177894493fa	0cf09e7d-c0ce-4532-a2be-9177894493fa/9ae0ab75-bcb7-40e2-b987-2f14f8d254dc.htseq.counts.gz	b2b76f582d1b2bd7b5012909fcc442a0	251076	validated
0dbc73a0-781f-4323-9d56-0ca7a5094423	0dbc73a0-781f-4323-9d56-0ca7a5094423/6c490675-8eb5-4f77-82be-008585cd8192.htseq.counts.gz	5e573a4b816f0ff8e5083cd78eae9551	248351	validated
0df53933-e2dc-426a-8e76-0e856817aaff	0df53933-e2dc-426a-8e76-0e856817aaff/7cd11fe2-c1bc-480d-a0a3-3e05e9c8faae.htseq.counts.gz	91f87a0d19d7ccba7dbac38e79e8b4f6	252464	validated
0e3cacde-8f6d-48a5-a77c-1489b29f236f	0e3cacde-8f6d-48a5-a77c-1489b29f236f/ad1d63e4-abf1-43db-95ce-09ee88d6ef2e.htseq.counts.gz	ec83c509cabaecb57b45450e7b3d1da3	253801	validated
0edeb7a0-42d5-4f1f-b0f2-9b0338339ce2	0edeb7a0-42d5-4f1f-b0f2-9b0338339ce2/72fde82f-1da6-4e4c-963f-13450fa6faf1.htseq.counts.gz	27ab7bb5500750b84dbb5d077c8dc58b	255847	validated
0fcb7066-e65a-4201-8716-dea88d579b6c	0fcb7066-e65a-4201-8716-dea88d579b6c/9909de98-8f6a-4b76-b9ef-b5274300d2f3.htseq.counts.gz	5d91565644864b5383a47353e406c380	244603	validated
0fdd0aaf-7518-49b5-8b33-27f208bde725	0fdd0aaf-7518-49b5-8b33-27f208bde725/57fd6ef9-0c2f-48c5-9aeb-eff4726b1641.htseq.counts.gz	dc063bfff89ea20b378cb52a9ad7cd59	250833	validated
101db3ac-e5c6-45d0-8a98-aebba37c79d1	101db3ac-e5c6-45d0-8a98-aebba37c79d1/d8586777-f71e-433a-bdbb-2245fd5e2864.htseq.counts.gz	94ac0131e111715aa5b43e5ee5fd153a	257260	validated
108d9357-b834-490f-a09d-e5b694923908	108d9357-b834-490f-a09d-e5b694923908/3fb58934-0f65-4b55-9d04-3db875d60521.htseq.counts.gz	44cb57e2a577551372cabbe88415d91c	252889	validated
10b6eef8-a5eb-4c0e-8734-987cef4898f8	10b6eef8-a5eb-4c0e-8734-987cef4898f8/6ceed729-4ede-4103-8f42-c00eb2266292.htseq.counts.gz	b25024836bab3bb537e8c7024d77f66b	245550	validated
10be5c37-2c69-4e34-b324-76be3d1f0873	10be5c37-2c69-4e34-b324-76be3d1f0873/b6b39b8d-9072-4a01-b48b-0bbd77760bec.htseq.counts.gz	f6d32d4b7bcb75dac22b11086272cd57	247428	validated
11018a0d-6a94-4528-bf3f-27d08244d12c	11018a0d-6a94-4528-bf3f-27d08244d12c/4e22d3aa-a223-4ea7-bf40-4e2a2f4dd5f1.htseq.counts.gz	0063838fda6ff799efbde303f0401c76	252434	validated
11b24a28-b528-41b3-a36b-1579483d0349	11b24a28-b528-41b3-a36b-1579483d0349/c80c2250-6668-43d3-bb2a-882e039fb2c6.htseq.counts.gz	272f251087369ec355a2cb9075ed9100	247194	validated
11f6ee44-4a7e-4b54-a5a7-a29c5b0536eb	11f6ee44-4a7e-4b54-a5a7-a29c5b0536eb/054759b1-f014-4a1c-a0c8-8f10298d56b6.htseq.counts.gz	6e38cb5858d23283b69662b51c8ec27d	253117	validated
1217dc36-517e-4d52-a10b-c26274c22826	1217dc36-517e-4d52-a10b-c26274c22826/773cf932-d91e-4358-8c70-ea32c18fc7b2.htseq.counts.gz	9e903a32c5733e0557e258c90c0dbc60	250803	validated
1274623c-3d90-4a0e-8f62-967c08a8c736	1274623c-3d90-4a0e-8f62-967c08a8c736/fd74b13e-34e7-4736-a41d-cc5844441520.htseq.counts.gz	fafcc8eeb7a19ff73ecb06c819edf99f	249101	validated
13d4d305-37a8-46ef-9c58-a57aafa6e49d	13d4d305-37a8-46ef-9c58-a57aafa6e49d/5c875572-a75a-411a-89e3-6eac50a72648.htseq.counts.gz	657ad084a935244c320dcfaf112cedce	248178	validated
1449ae86-7da5-426e-9b84-51b58616d4e7	1449ae86-7da5-426e-9b84-51b58616d4e7/f360f886-9780-4578-b2bf-9fd791c02d9e.htseq.counts.gz	e706faa6630db9a945cce8fd35212af0	258191	validated
1492b289-12f5-4c54-83ff-1ce3aebd84b2	1492b289-12f5-4c54-83ff-1ce3aebd84b2/bd45cb33-8e1c-4b37-8bd2-29f804269838.htseq.counts.gz	f75b1611fbd6aaac851229bdf250da9e	249980	validated
14f63bbb-9477-4872-b152-5239a1a1f244	14f63bbb-9477-4872-b152-5239a1a1f244/123812eb-b41f-444e-b547-50a8fa41b893.htseq.counts.gz	dcbcacb743f27c22258c22559e54a2cd	251178	validated
15870f1c-c765-43df-9161-9c241da0e262	15870f1c-c765-43df-9161-9c241da0e262/590580de-17b7-441c-9701-f17034fb3fda.htseq.counts.gz	75231f2851cb91a51b8e5089fc14a828	246352	validated
159dba8e-180c-4c0e-9639-6e4a479823bd	159dba8e-180c-4c0e-9639-6e4a479823bd/3a031010-7222-497e-8400-01d633c450d7.htseq.counts.gz	a2bed89eb58d68cc7863ca31514ad1aa	247450	validated
162b67c2-3c11-48d7-9829-5912ff04647e	162b67c2-3c11-48d7-9829-5912ff04647e/4aaf1fb2-b7e6-4857-b3ff-002d269b7f34.htseq.counts.gz	ce9b53cea1d687f6e5e1a9dc756379a5	250425	validated
184888af-ff05-40e7-89f5-baa027ac1900	184888af-ff05-40e7-89f5-baa027ac1900/6f0c806c-0ac3-471e-9f30-1c43ac548f0d.htseq.counts.gz	851465305498de00cc9ae64d721c8049	246957	validated
1876f5fa-3e0e-4780-9f01-93e40083cb18	1876f5fa-3e0e-4780-9f01-93e40083cb18/5b39b3d7-2aa0-4dc8-b814-53e42fcc86fb.htseq.counts.gz	0639b0880cfa27a32028531faa6aed34	245007	validated
18a7a182-63af-4f73-bba6-1b81660c2195	18a7a182-63af-4f73-bba6-1b81660c2195/679c8a49-57eb-4462-9940-0ad964135a3b.htseq.counts.gz	b613e85e29456aedd40a82f09374fbe4	251801	validated
18a7a30e-208f-4860-847a-2ce3ad7dcaf4	18a7a30e-208f-4860-847a-2ce3ad7dcaf4/c5047f59-c194-4cb9-9538-9d06d0946d64.htseq.counts.gz	627aec8a909afcca225013842c3c29f2	244639	validated
190d9a20-21b9-412b-8f2b-b43371f459b1	190d9a20-21b9-412b-8f2b-b43371f459b1/384809f6-af50-4fcb-b269-c72c1a0e77a4.htseq.counts.gz	f44dd349d0cc39aca668b098c46def09	251899	validated
19b691c1-7649-4d3d-a2d0-1f1c3c4838bb	19b691c1-7649-4d3d-a2d0-1f1c3c4838bb/27d5e9a3-b7b0-40b3-9f53-a074bef5628b.htseq.counts.gz	d60c94df155d69a9b53b5ff11299f05d	253318	validated
1a9b9098-f2d0-43c1-9424-25afe42960f7	1a9b9098-f2d0-43c1-9424-25afe42960f7/5ce16a94-7795-4566-93d7-8de4b0386752.htseq.counts.gz	13c9ea81a0d6fdc9b29fc99b0ab203f3	255957	validated
1abe4db7-276a-48eb-97e8-484d3eca28e2	1abe4db7-276a-48eb-97e8-484d3eca28e2/f84433d3-7588-4b84-b8ef-aade7becf0a6.htseq.counts.gz	833d5696cf9ad15b18f03ff5e7f27ebe	248303	validated
1adbd069-d82c-4da2-8fef-8d3df08d94ef	1adbd069-d82c-4da2-8fef-8d3df08d94ef/42dac8a8-97f4-40f8-b2b9-170ffe3debc3.htseq.counts.gz	3dd619abc142171e013c30408d724aa0	247313	validated
1af82ec8-d092-4245-a36f-8b992c996a7e	1af82ec8-d092-4245-a36f-8b992c996a7e/8760f18d-3f6d-494a-9ff0-0f22df5a1344.htseq.counts.gz	642a81dd2bf8d9519b359cb68e7fd285	255789	validated
1b513606-77b1-4edd-8cce-a411e2a3d8c2	1b513606-77b1-4edd-8cce-a411e2a3d8c2/827ee9a3-e5fc-427f-855d-9cabac010795.htseq.counts.gz	83b19db4cec5f50511162f7c15f30d14	249810	validated
1cec62d4-812f-4718-af16-81d26a71f9c0	1cec62d4-812f-4718-af16-81d26a71f9c0/56195f30-f4b9-441c-a007-ce2ee2cf1475.htseq.counts.gz	025fc8deb1e74bfeca67aa5e8de0bb84	253659	validated
1cf6bc60-295a-47b1-8853-2a5bea04a6fe	1cf6bc60-295a-47b1-8853-2a5bea04a6fe/a49b739f-b106-498c-9453-c6240ffe338a.htseq.counts.gz	c2a57c2e29cefa469136bbc939174e4a	248382	validated
1d6c47f7-3f20-4171-b307-d638f9c62733	1d6c47f7-3f20-4171-b307-d638f9c62733/16979c41-375b-4b3a-adb9-b0a84f748c43.htseq.counts.gz	392d793ae7973f4db9891aa6afe39e3a	246581	validated
1d93ad0b-66e0-401b-aa34-401e4b0781af	1d93ad0b-66e0-401b-aa34-401e4b0781af/9a16b3c9-6b30-4d88-a7bc-e1f2619d88ac.htseq.counts.gz	62766949f62cee8f6851b93765651bed	252724	validated
1dc53f60-25e9-4f98-b9c9-7d47d926248e	1dc53f60-25e9-4f98-b9c9-7d47d926248e/15ed73ff-f2e4-467a-aa1c-7a89a3b1171e.htseq.counts.gz	ef08b08099ca520a8fdfd280d3eefb53	254884	validated
1e2fabe6-2d65-4798-a4c4-8e9ce010a905	1e2fabe6-2d65-4798-a4c4-8e9ce010a905/879e4d3a-aa47-4a95-8c21-ba69ec44d9e2.htseq.counts.gz	2e2fd2efb5feebf3b62578203f48aff9	254644	validated
1e4c5abb-6806-41e9-b51e-a64a9d7e934d	1e4c5abb-6806-41e9-b51e-a64a9d7e934d/dca59b25-894b-4969-b7fc-5b8b6c5a2055.htseq.counts.gz	2c1b1452bf2f818c5348f708c07da82b	251329	validated
