logFC AveExpr t P.Value adj.P.Val B
ENSG00000153446 -5.99618748429463 -1.1018926272051 -11.6880958345236 2.30592646476371e-23 4.2781853700761e-19 42.1749783213793
ENSG00000134216 -9.25585586803137 -5.29511705133226 -11.5521645186627 5.52590321036591e-23 5.12610411309594e-19 40.8863095273338
ENSG00000110436 -4.76911253659638 -0.173409256015492 -11.3840650630122 1.62637388220524e-22 7.54352865913846e-19 40.3256199427273
ENSG00000163394 -7.32953388561135 -5.48853899073275 -11.4351695853254 1.17156130770775e-22 7.24532564730062e-19 39.4825738508939
ENSG00000164850 -4.05471482841007 1.77885021332932 -11.0652076724104 1.25434893120727e-21 4.65438714413769e-18 38.4836864292675
ENSG00000198889 -5.55448057220571 -6.45631855412187 -11.0186879898419 1.68886204433473e-21 5.22224291809036e-18 35.8906902028775
ENSG00000205364 -4.59204355436166 0.697584748998849 -10.5091090086297 4.33726506050102e-20 1.00586598334344e-16 35.0152035380592
ENSG00000110148 -7.65412180551252 -4.08390413102724 -10.5257067284435 3.90370115708469e-20 1.00586598334344e-16 34.5538169603385
ENSG00000256713 -10.8498128117745 -4.35821615618605 -10.4002523533673 8.64712538257405e-20 1.78255685803218e-16 34.1111977212539
ENSG00000131730 -3.65106297086872 -0.0112083645746913 -10.137979690206 4.53250013814575e-19 8.40914750630181e-16 32.5916887695132
ENSG00000229859 -10.7076608905329 -4.70843481975829 -10.0787270756588 6.58189109372365e-19 1.11012568601686e-15 32.1186683472349
ENSG00000103150 -1.55748127061311 3.47641868731013 -9.94247579505067 1.54917758164775e-18 2.2109147440239e-15 31.5515125053336
ENSG00000235049 -5.33537754741019 -5.72541752786349 -10.032358063203 8.81032086377543e-19 1.36214902488021e-15 30.5156889816123
ENSG00000229183 -9.35317965874217 -6.13619201860125 -9.88529940484137 2.21695775313781e-18 2.93794408528327e-15 30.4493221857472
ENSG00000088325 2.99460725703281 6.80612874339191 9.70070591067078 7.02774822725566e-18 8.69238752401828e-15 30.0502256823219
ENSG00000157017 -5.28062959617298 -0.301191836090587 -9.61364194194867 1.20870405855201e-17 1.40156789989471e-14 29.4786415907335
ENSG00000175161 -5.81269466494553 -2.05841400909053 -9.57803566838167 1.50825408920766e-17 1.55459100650387e-14 29.1620528755195
ENSG00000165192 -6.32963963540147 -4.77887740978058 -9.58637246717857 1.4320870971482e-17 1.55459100650387e-14 28.3202939310294
ENSG00000163884 -4.32505973180637 0.846949538989483 -9.3391002572484 6.62535803681201e-17 6.14601338284866e-14 27.8628441673495
ENSG00000170145 -1.92218505493172 6.06208779761089 -9.34912585906891 6.2277557333468e-17 6.08123958530438e-14 27.8354635398964
ENSG00000196482 -5.93323076220958 -0.461505388597056 -9.30847249987291 8.00328987047309e-17 7.07071604604225e-14 27.6412549856136
ENSG00000152578 -4.82137689493308 -2.22338063574663 -9.30050575046595 8.40621849888006e-17 7.0891169004419e-14 27.3010573622307
ENSG00000119715 -4.33257181205981 -1.77810732716889 -9.18069772500959 1.75694016915014e-16 1.41723960688011e-13 26.6299171253782
ENSG00000157315 -3.50555451282584 -0.266618510596948 -9.10114142422504 2.86195027958205e-16 2.12391054148343e-13 26.342434817348
ENSG00000146755 -6.3224050434877 -3.37349392085 -9.11403207141584 2.64463015014901e-16 2.04440929898811e-13 26.0494653730665
ENSG00000161640 -4.77015103632247 -2.20725724696392 -8.94483298524895 7.43580637157973e-16 5.30601983122764e-13 25.3272432657144
ENSG00000171885 -6.89584504420992 -4.18476354604917 -8.86518796577599 1.20705773138719e-15 7.99805074658092e-13 24.7320249405339
ENSG00000169340 -6.96483136017578 -5.86514684499431 -8.89766924265306 9.90822232452218e-16 6.80841662173555e-13 24.3818988022619
ENSG00000162999 -2.17880153708228 2.49312638827569 -8.6925822556214 3.43196623208047e-15 2.12244231679297e-12 24.0210823949701
ENSG00000180354 -2.26339252277874 4.52978866567917 -8.70709580576948 3.14413445125955e-15 2.01148711980064e-12 24.0125615064202
ENSG00000117724 2.77192406155899 6.68442491958171 8.45093075555353 1.46429312053474e-14 8.76355815009064e-12 22.5304146712971
ENSG00000117758 -1.41526052096909 5.51393784462537 -8.44405679890466 1.52565741624776e-14 8.84547563863895e-12 22.4217279305886
ENSG00000186009 -9.58454319871781 -4.30898472702245 -8.35635546313687 2.57308091827631e-14 1.40406971402295e-11 21.9457635798313
ENSG00000138472 -4.59086632588495 -5.54562280028984 -8.43872896843772 1.57496949605843e-14 8.85466941223393e-12 21.785477207734
ENSG00000149577 -1.79133299983585 5.73133147132184 -8.32428100867626 3.11349691597773e-14 1.65042023663243e-11 21.715902160513
ENSG00000163328 -3.04196541975024 4.03606329309221 -8.2954442727507 3.69472571272469e-14 1.8526553013022e-11 21.6053855175912
