,logFC,logCPM,LR,PValue,FDR,direction
ENSG00000157315,-5.05856561957167,1.63135258630868,227.18403443845,2.45173678233375e-51,4.5487072522638e-47,down
ENSG00000157017,-7.99532416702751,4.20076650266321,215.671881950729,7.95240197588941e-49,7.37704569293381e-45,down
ENSG00000110436,-5.46125145684434,2.07761945779944,199.152306753444,3.19756554134342e-45,1.97748111628482e-41,down
ENSG00000213373,-6.66784034759981,-0.998703944206926,198.368921317957,4.73998418572416e-45,2.19852316494351e-41,down
ENSG00000163328,-4.66911672944422,5.57016386573961,197.227741546331,8.41049172232312e-45,3.12079705848522e-41,down
ENSG00000104879,-7.64615137144381,2.07611604368231,193.77383054008,4.77119086300154e-44,1.47533173468779e-40,down
ENSG00000162999,-2.95108162135879,2.97800658114692,181.30219938691,2.51827351495612e-41,6.67450407471155e-38,down
ENSG00000117758,-1.83232330187665,5.71843476665542,162.695290951797,2.91601313991714e-37,6.76259897311035e-34,down
ENSG00000109956,-7.0344936089314,3.41436419599734,159.186530440612,1.70366571864865e-36,3.51201223089872e-33,down
ENSG00000153446,-6.68602484038981,3.20739662688625,157.024975352032,5.05466618248355e-36,9.37792216836173e-33,down
ENSG00000119715,-5.38921291217708,0.661309981423602,152.032168436724,6.23440950827092e-35,1.051518178245e-31,down
ENSG00000152578,-6.11985291147965,0.760439057408399,149.772825588582,1.94363582173737e-34,3.00502295005778e-31,down
ENSG00000165192,-9.02220275559805,0.667159271208464,145.340190864161,1.80961990238924e-33,2.58260600377136e-30,down
ENSG00000268043,-2.65848464770794,4.15997098767924,140.78860189927,1.78964987346614e-32,2.37166957874409e-29,down
ENSG00000015532,-2.5219463227616,5.88635787340836,137.826756747398,7.95202117985143e-32,9.63499229840022e-29,down
ENSG00000164850,-4.3903687514497,3.38892886133015,137.73951586677,8.30916168675705e-32,9.63499229840022e-29,down
ENSG00000161640,-5.67832227502558,1.03888249254574,133.592928465589,6.70687669360591e-31,7.31956960567473e-28,down
