,logFC,logCPM,LR,PValue,FDR,direction
ENSG00000105607,-2.94473380234298,5.30565872053747,243.991613958212,5.30132888822113e-55,9.83290482187254e-51,down
ENSG00000213398,-4.36576635655591,5.90156976227715,220.478662961289,7.1117339029874e-50,6.59542202163051e-46,down
ENSG00000120158,-3.25550799777731,4.93488890842557,216.992497401638,4.09653537224841e-49,2.53275126948212e-45,down
ENSG00000080709,-5.21161143833466,3.25716919596216,211.221104430912,7.43804877585842e-48,3.44902321736555e-44,down
ENSG00000155666,-3.94562188554695,4.42056724272538,205.035479469251,1.6635810754618e-46,6.17122035753311e-43,down
ENSG00000023330,-3.26060244958534,6.90556654719073,202.778748449062,5.16972165789398e-46,1.59813328851029e-42,down
ENSG00000042781,-5.62534791093215,3.74607226729304,193.004608986085,7.02289443616004e-44,1.86086637145566e-40,down
ENSG00000133027,-3.17452308528314,5.31984679788082,192.27462249033,1.01355010027949e-43,2.349915907498e-40,down
ENSG00000152760,-4.55109814713283,1.09572548306186,190.294569876594,2.7417828656596e-43,5.65050984358381e-40,down
ENSG00000160323,-3.17054819913293,4.41190756306585,188.986935048094,5.29010472956378e-43,9.81208625239489e-40,down
ENSG00000052802,-2.94310452021407,6.95250087048147,179.298669381671,6.8952633868931e-41,1.16266677545539e-37,down
ENSG00000102967,-2.93510666299215,5.28724241995746,172.850645905812,1.76435716110774e-39,2.72710805201886e-36,down
ENSG00000109929,-3.38286074528086,6.30758612866202,172.643991990885,1.95757169393321e-39,2.79300305992871e-36,down
ENSG00000115841,-2.39974274110723,3.56460502604087,167.749513487331,2.29463678017356e-38,3.04006592847565e-35,down
ENSG00000168237,-4.02296464167732,5.94088540014434,164.047709048404,1.47686019956037e-37,1.82618686542972e-34,down
ENSG00000167014,-7.96316629174989,-1.97540195935988,157.395787107011,4.19436154400648e-36,4.86231361988951e-33,down
ENSG00000060971,-3.224150433113,6.87778587319821,156.085432813098,8.10958424381221e-36,8.8480334443664e-33,down
ENSG00000163702,-2.39494261689757,5.08074842298874,152.381746595153,5.22869142335979e-35,5.38787602891541e-32,down
ENSG00000196177,-3.99274098598719,7.09701246965448,151.342353503137,8.82188978406347e-35,8.61202166920049e-32,down
ENSG00000118777,-4.13436530434821,3.7950555787233,147.266183466253,6.86345102408752e-34,6.36516447973876e-31,down
