,logFC,logCPM,LR,PValue,FDR,direction
ENSG00000059915,-5.50536110528716,2.86429473990601,146.77324149528,8.79634020061646e-34,1.63189703401837e-29,down
ENSG00000198932,-4.85017055312016,2.13769940953818,142.436060893208,7.80791632646272e-33,7.24262318442682e-29,down
ENSG00000197245,-4.9999284803664,0.227317416458761,135.973851703167,2.02175425107319e-31,1.25025282886366e-27,down
ENSG00000117650,6.96543205706135,5.41585577066067,132.472339794477,1.1793851960027e-30,5.46998853906051e-27,up
ENSG00000094804,5.77832143449615,5.91414132330974,129.150194101465,6.28759035214378e-30,2.33294752425943e-26,up
ENSG00000165304,6.5230243245621,5.6078132542346,127.584108633154,1.38409169139046e-29,4.27961150977931e-26,up
ENSG00000186185,6.8839928867176,5.431874391009,125.864521683273,3.2920792368994e-29,8.72495057185109e-26,up
ENSG00000163815,-5.72465585087147,1.45723887195474,125.38231222616,4.19760423511926e-29,9.73424422124156e-26,down
ENSG00000126787,7.08323067132635,5.52349829843614,123.119223632267,1.31316375994436e-28,2.70686823049864e-25,up
ENSG00000132622,-4.15759632927981,2.00602247218334,122.728851029862,1.59869653302411e-28,2.96590180806633e-25,down
ENSG00000135451,6.52046127862936,5.3056471275142,121.303940113992,3.27851690884169e-28,5.52936779025737e-25,up
ENSG00000134690,5.46271539410247,5.66963090211361,118.381217863154,1.43070349359919e-27,2.21186760110435e-24,up
ENSG00000066279,6.7814793850372,6.52538286323577,116.359473865094,3.96501752424919e-27,5.65838500845161e-24,up
ENSG00000117399,6.37335135725961,6.69743267745306,115.629730084692,5.72862611591772e-27,7.5912479787504e-24,up
ENSG00000088325,6.13756266318818,7.44450310480727,115.38596830686,6.47788629971668e-27,8.01184977548959e-24,up
ENSG00000142945,5.43140244672064,6.29622996182259,114.958027265369,8.03809151839574e-27,9.31108197267295e-24,up
ENSG00000090889,6.04602722864621,5.7857348927001,114.839740835583,8.53214712890471e-27,9.31108197267295e-24,up
ENSG00000174371,6.32149824079775,4.62197759052628,113.614309663141,1.5828793301432e-26,1.63142096293426e-23,up
ENSG00000109805,5.97167352595517,5.77250365374528,113.393988931835,1.76890385244716e-26,1.72719496161051e-23,up
ENSG00000169679,5.54955888749212,5.98548924127753,110.140043323532,9.13068869987925e-26,8.46962683800799e-23,up
ENSG00000024526,6.31591679680361,5.33417545859578,109.969170639595,9.95266414575705e-26,8.79246786819452e-23,up
ENSG00000156970,6.06917088560671,5.30547128507008,109.376041199979,1.3424238043043e-25,1.1277165244103e-22,up
ENSG00000112742,5.71637620516005,5.07517003582749,109.295495702302,1.39809616545046e-25,1.1277165244103e-22,up
ENSG00000065328,6.74222501366519,4.5545134936551,109.015535692797,1.6101886367869e-25,1.24467581623627e-22,up
ENSG00000149294,-6.75245340866456,2.55973269966761,108.891877007571,1.71384296061965e-25,1.25456815635313e-22,down
ENSG00000165995,-5.0317543464385,0.340290767404312,108.841190093104,1.75823480299598e-25,1.25456815635313e-22,down
ENSG00000169744,-4.62786971565893,2.99695860333084,107.016114597449,4.41564282608009e-25,3.03403724849769e-22,down
ENSG00000121152,5.46999652902578,5.14074427218139,106.762093567091,5.01950300537102e-25,3.32577927698726e-22,up
ENSG00000133107,-6.12405680352325,0.0235418647803501,104.836548626181,1.32638090949999e-24,8.48517883898062e-22,down
ENSG00000173641,-6.56475364241755,1.89552356158975,103.869485264331,2.16092119813731e-24,1.33631366892811e-21,down
ENSG00000129810,6.20152168617179,4.09142914927451,103.710181935144,2.34184618443121e-24,1.40148162624412e-21,up
ENSG00000165480,5.84303386060789,4.39708685459839,103.45748146889,2.66042828063402e-24,1.54238329569757e-21,up
ENSG00000143228,6.13166002182905,5.64570329607988,102.961797060639,3.41673783441277e-24,1.92082788800078e-21,up
ENSG00000170312,4.84696636097334,7.27685564532822,101.750918267018,6.29610015325033e-24,3.43544853067941e-21,up
ENSG00000123485,6.37436202579595,5.02355306007844,101.504038519409,7.13178902234626e-24,3.78025571264479e-21,up
ENSG00000137812,5.80950412009863,5.58516120069641,100.256209133829,1.33904886560813e-23,6.87493047065546e-21,up
ENSG00000163431,-6.17159025972668,4.2163800993287,100.209313718282,1.37113210119799e-23,6.87493047065546e-21,down
ENSG00000123473,4.79232256516149,5.13761510085863,99.101603367625,2.39873941986603e-23,1.17108983466722e-20,up
ENSG00000085840,5.54521500285867,4.71600450347645,98.9872259546003,2.54135742555708e-23,1.20890417843423e-20,up
ENSG00000143476,4.77160788993959,5.72427305902284,98.8220334136068,2.76243806561403e-23,1.28121877483179e-20,up
ENSG00000117724,5.32618490076977,7.27393867094293,98.3171009597463,3.56474194349686e-23,1.6130022569696e-20,up
ENSG00000147113,-4.20475931659887,2.80237386849791,98.233633663817,3.71820766110035e-23,1.64238544116033e-20,down
ENSG00000184661,6.45280399817986,4.37080764275757,96.2514789074859,1.01179560562993e-22,4.36530978503405e-20,up
ENSG00000171848,6.61897094941513,7.54560045192734,96.0967423031648,1.0940467348921e-22,4.61289886948142e-20,up
ENSG00000118777,-4.85123161926452,1.2816913565284,95.7825499420754,1.28220925587051e-22,5.28612135886883e-20,down
ENSG00000154721,-4.51190771486378,2.34939928451928,95.5811291504038,1.41953107758983e-22,5.72503055466228e-20,down
ENSG00000093009,5.8829613850404,5.09375660259845,95.2873912550759,1.64658560199015e-22,6.49945874215344e-20,up
